Rating,Parent Asin,Main Category,Product Title,Retailer,Review,Word Count,Sentence Count
3,B00L8CUYPA,Grocery,Nonni's THINaddictives Almond Thin Cookies - Mango & Coconut Biscotti Italian Cookies - Almond Cookies - Cookie Thins - Sweet Crunchy & Chewy - Perfect w/Coffee - Kosher - 4.4 oz,Nonni's,Cranberries are too wet. I prefer the pistachio flavor because that cracker is drier. This one’s cranberries are too fresh or wet and make the cracker soggy.,27,3
3,B005H6FF3Y,Grocery,"Buffalo Bob's Wild Game Jerky Sampler - 10 Flavor Variety Pack - Exotic and Delicious Meat Snacks - Elk, Venison, Wild Boar, Alligator, Ostrich, Buffalo, and More, High-Protein Snacks for Adventure Enthusiasts, Stocking Stuffer, Gift for Men, Unique Gift",Jerky-n-Spice,"but the novelty of trying the different game meats was fun. Even with the random sample aspect, there weren't that many overlaps. There were more ""game plus beef"" mixes that I'd have thought, but the novelty of trying the different game meats was fun.",44,3
3,B00GPKMZYI,Grocery,"Crown Prince Sardines in Louisiana Hot Sauce, 4.25-Ounce Cans (Pack of 12)",Crown Prince,"Not the best. The brand I usually buy (Cento) went up in price by a lot, so I got these instead. Maybe it's because I am used to Boneless/Skinless, but I wasn't crazy with scales getting stuck in my teeth. I also found the skin to be slimy. The taste is okay but the rest of it was a NO for me.",63,5
3,B00347UJQQ,Grocery,"Slim Jim Original 'N Cheese, Original Flavor, 0.9 oz 10 ct",Slim Jim,EACH SLIM JIM IS ONLY 3 1/2 INCHES EACH..! THIS RESULTED IN A SMALL HANDFUL ONLY...TINY..!2 BITES EACH...A RIP OFF...***,24,6
3,B07LFGST8L,Grocery,"Perfect Samplers Hot Chocolate Single Serve Cups For Keurig K cup Brewers, Variety Pack Sampler, Cocoa, 30 Count",Perfect Samplers,better to keep it simple. Some flavors were good and some I would pass on. Sometimes companies try to do too much with a simple thing like chocolate. this is the case with this package. I'm sure there's a flavor in there for everyone but I will go with the simple basic chocolate next time.,55,4
3,B083STHTMY,Grocery,Yogi Tea - Peach DeTox Tea (4 Pack) - Healthy Cleansing Formula with Traditional Ayurvedic Herbs - Caffeine Free - 64 Organic Herbal Tea Bags,Yogi,"Inoffensive, but unimpressed. I'm not a tremendous fan of chai, nor of rooibos, so I suppose it isn't surprising that this isn't my cup of tea (haHA). Nevertheless of had other chai and rooibos teas which had a more sophisticated flavor profile, I found this to be a bit one-note, with the chai dominating. Not particularly relaxing or warming. It's possible that this tea would be better with a little milk and sugar - I generally take my tea straight and chai isn't well suited for that.So it a meh for me, but if you like chai or milky tea maybe it will be different for you.",107,5
3,B0064R7FLA,Grocery,"Antimo Caputo ""00"" Chefs Flour 1 Kilo, 2.2 Pound (Pack of 4)",Caputo,"Quality is good. The flour’s quality is good, but not great. I use it for pizza and breads. They are pretty good, but I have some other amazing experiences with better flours. I don’t think I’ll come back repurchase it",40,5
3,B00HRI6458,Grocery,(Retro) Dad's Red Cream Soda with Real Cane Sugar 12 Pack,Orca Beverage,Amazing Drink but cost too high. OMGGGGG! This drink is just everything! It tastes like bubble gum to me 😋😍 but the cost is more than dbl what I pay n the grocery store so that prevents me from buying them often but this soda itself is AMAZING!! 😻,47,5
3,B08JW7ZT9P,Grocery,"Krispy Kreme Classic, Single-Serve Keurig K-Cup Pods, Medium Roast Coffee Pods, 32 Count",Krispy Kreme,Watered down coffee. I bought this hoping it was as good as the light roast. It taste pretty watered down. I use the 10oz feature and that makes it taste like water. If you're using it at a 2oz with a k cafe it's not so bad for lattes however.,50,5
3,B001LN2QU2,Grocery,"Terry's Dark Chocolate Orange Ball, 6.17 Ounce (Pack of 6)",Terry's,"They tasted stale. I don't know if these had been sitting around in a warehouse for ages, but they definitely tasted stale.",22,2
3,B0CBL1782F,Grocery,"SweeTARTS Soft & Chewy Ropes Candy, Watermelon Berry Collision, 9 Ounce",SweeTARTS,Not that sweet. For them being sweet tarts they aren’t sweet. That’s my opinion. It’s not as good as nerd rope. If you like gummy candy not that sweet it’s ok.,31,5
3,B09RNSNPYS,Grocery,"Sheila G's Brownie Brittle Low Calorie, Sweets & Treats Dessert, Healthy Chocolate, Thin Sweet Crispy Snack - Rich Brownie Taste with a Cookie Crunch - Toffee Crunch, 5 Ounce (Pack of 6)",Brownie Brittle,"Very Disappointing. Tastes fine. Not what I expected.1. First, there is no brittle. The name and photos make it seem like there is a candy brittle in it. There is no layer or any broken pieces of brittle. It doesn't taste like brittle.2. They are thin, crispy cookies, with toppings. This is very different from the photos on the packages and online.3. There is very little topping. See photos of actual cookies compared with their own packages.I was looking for a special, high end treat to send as gifts and to serve and give at the holidays. These are not appropriate for this at all.Very disappointing.",109,12
3,B086BFHJ9Y,Grocery,"Marie Callender's Aged Cheddar Cheesy Chicken & Rice Bowl Frozen Box, 12 Oz",Marie Callender's,only 3 stars. She pushed it away from her. I seasoned it and she still didn't like the flavor,19,3
3,B08FM2X4QF,Grocery,"Taylors of Harrogate Pure Assam Loose Leaf, 4.41 Ounce Carton (Pack of 6)",Taylors of Harrogate,Mostly powder. Not cut leaves. Disappointed. Expected cut tea leaves. There are a lot of fines left in the cup. I have begun to tap tea ball with spoon over sink before making tea. Won't buy again.,37,7
3,B08NVKH6R7,Grocery,"Organic Dried Elderflowers 1 lb. (16 oz.), USDA Certified Organic Dried Elder Flowers, Organic Elderflower Tea, Elder Herb, Elder Tea, Elderberry Flower Tea, Flor De Sauco, Cut & Sifted",ELANEN naturals,"Not sifted well. Not sifted very well as stated in title. At least a third is stems and twigs as seen in photo. That’s quite a bit of weight compared to the flowers. The flowers floated and the stems etc sunk to the bottom and separated out, so you can actually see a lot when strained. Kinda a bummer",59,6
3,B07Q45HKGW,Grocery,"SOYBOY Organic Seasoned & Smoked Tofu, 8 OZ",Soy Boy,"Good but strong onion bbq flavor. It’s good, just the use of so much onion powder throughout the whole block of tofu makes it a little dry.",27,2
3,B00ESE0DC4,Grocery,"Harney & Sons Classic Hot Cinnamon Spice Tea, 20 Tea Sachets, 1.4 oz",Harney & Sons,"Not happy with this tea. I love the beautiful can the tea is in, and also love the little tea bags. The bags containing the tea leaves are very well made. The scent of the tea has a strong, lovely peppermint smell. But the taste of peppermint is very weak. Very disappointed.",52,6
3,B09J42PXCB,Grocery,MASTIKA GUM | Natural Premium Mastic Flavored Chewing Gum | Sugar Free + Aspartame Free | Long Lasting Natural Mastic Flavor | Non GMO + Gluten Free | Vegan + Keto Friendly | Pack of 12 Pieces,MASTIKA,"Just not what it is hyped up to be. I was expecting some long-lasting flavor. Like other gums, the flavor doesn't last long, Of course, I will try the entire container but I don't think it will make much of a difference in my opinion of the product.",49,3
3,B08CBLB3D2,Grocery,"Quinn Sea Salt Pretzel Sticks, Gluten Free Pretzels, Vegan Friendly, Corn Free, Soy Free, Non-GMO, 5.6 oz, 1 Bag",Quinn,"These GF pretzles are usually excellent... I have purchased these pretzels in stores and they're great, but the box I received from Amazon was not. The pretzels had a good date on the package, but the taste was rancid. I tried several bags from the box and they all had a rancid taste. I can't explain why; the only thing I can think is that they were subjected to high heat at some point in storage, or transportation. I doubt I will order these again from Amazon, but I will (and have bought) buy them from local retailers.",98,6
3,B0977YM3LK,Grocery,"Albanese World's Best Mini Assorted Fruit Gummi Worms, 5lbs of Candy",Albanese,Disappointing... I don't know why but the distinct and fruity flavors are just not there as in the 12-flavor bear assortments,22,2
3,B078TGX3GG,Grocery,"Abe's, Mini Vegan Pumpkin Spice Muffins, 12 Count",Abe's,"Just perfect! I love these! They're so flavorful and just perfect! I do wish that they gave a rating for delivery though. These were sent an hr before time and I was still sleeping! Other than that, they were perfect. I cannot give a full rating on any Amazon products at the moment until they are more considerate by sending all of my things to my door, and not my landlords.",71,7
3,B01D8VW0NW,Grocery,"CHIQUILÍN hot paprika, 2.64 oz - 75 grams - Gourmet Products since 1909",CHIQUILÍN,"Not your best bet if you want smoky paprika - try another brand. Well, I ordered three tins of smoked paprika, one each of sweet, bittersweet and hot.I love the smokiness and flavor it imparts to dishes, and wanted to try some otherstrengths.We received the cans today. It was well-packaged and everything arrived in great shape.The seller was also quick to ship the order out. I have no problems at all with the seller.One tin expires in 2012, and the other two are 2013, so guess I got an older tin of one strength.This review is for the MILD (or sweet) paprika from Chiquilin.What a disappointment!This has NO smoky aroma at all, despite it supposedly being a smoked product.I have not cooked with it yet, but I surely hope that it adds more flavor than it does aroma.Otherwise, I could have just bought plain paprika in the grocery store for a lot less.(The actual smoky paprika ([[ASIN:B000NO943C Smoked Paprika Tin]]) DOES have a wonderful smoky aroma and was what I expected from all the versions.)I read a lot of different information about the brands, and while this was not my #1 choice on brands,it was affordable and the seller did combined shipping, which was why I chose it. I guess you get whatyou pay for? I was under the assumption that all of the Spanish paprikas were smoked paprikas, and you just gotdifferent strengths of the roast. This does not seem to be the case with this brand.We are going to keep the mild/sweet and the smoked, but returning the hot without opening it.I hope it tastes better than it smells. I am admittedly disappointed in the aromatic qualities(or lack of them) of this particular mild paprika. You can probably do better with another brand.",301,12
3,B004X8TEQQ,Grocery,"Jack's Vanilla Wafer, 12-Ounce (Pack of 6)",JackS,OK but still good value for the price. Most of the cookies made it through shipping. They tasted a little salty and stale. The actual flavor is good and these will work in my banana pudding.,36,4
3,B0BGYRNQ8M,Grocery,"Lundberg Family Farms - Brown Short Grain Rice, Subtle Nutty Aroma, Clings When Cooked, 100% Whole Grain, High in Fiber, Vitamins & Minerals, Pantry Staple, Gluten-Free, Non-GMO, Vegan (32 oz, 1-Pack)",Lundberg,pricey- short and very starchy. starchy- makes great add in gumbo-,11,1
3,B0BL3WD21N,Grocery,"L'OR Espresso Capsules, 50 Count Variety Pack, Single-Serve Aluminum Coffee Capsules Compatible with the L'OR BARISTA System & Nespresso Original Machines",L'OR,"Good enough most of the time. Good for cheap, but not comparable to the consistent quality, fit, and flavor of actual Nespresso capsules.",23,2
3,B0C7JS5DC5,Grocery,"Member's Mark Distilled White Vinegar 1 gal. jug, 2 ct. A1",Member's Mark,"Much cheaper at the stores. I bought some at the Fred Meyers the other day for $3.29/ gal . So I bought 3 because it seams that vinegar is very popular and is often out of the gallons in many stores. I use it for so many thing. Cleaning windows, clean hummingbird feeder, half amount for laundry. ect. You can also use the empty bottles for hanging baskets. Don't sent them to the Earth!!!",73,7
3,B009ZQ6WH0,Grocery,Hickory Farms Turkey Summer Sausage 10 Ounces (Pack of 3),Hickory Farms,"Very tasty but expires quickly and gets soft/moldy. Really like this stuff, very good flavor! Expiration date was only a month or so after receiving and I could not eat 3 of them that fast. Stored in fridge unopened and still got soft and moldy kind of quickly.",49,4
3,B08LX1WRW3,Grocery,"Coke with Coffee Vanilla, 12 Fl Oz Can",Coke with Coffee,Its Not All that. I've tried these on multiple occasions. I cannot taste the vanilla. It does not give me the extra energy. Just a little bland. The regular coke has more of a kick than this so called energy drink. Also the price is too much for what it does.,51,7
3,B000QCPNYA,Grocery,"Krusteaz Belgian Waffle Mix, Light & Crispy, 28 Oz Box",Krusteaz,"Just run of the mill mix nothing special. This was OK, nothing special like we had hopped. It's good but not amazing...",22,3
3,B00869WMYE,Grocery,Candy Pebbles Rocks 1LB Bag,The Nutty Fruit House,"Colors not all natural. The ones I got were not very natural-looking rock colors. The flavors varied a little, but cinnamon (some kind of spice?) was prevalent and overwhelming. I must have had some other kind in my childhood that were much sweeter, less spicy. I did end up eating them.",52,6
3,B00GRW10FY,Grocery,"Mini Dehydrated Marshmallows by Hoosier Hill Farm, 1LB (Pack of 1) | Perfect for hot cocoa",Hoosier Hill Farm,"Hot chocolate does not melt the marshmallows. Maybe the marshmallows were too dry, but my hot hot chocolate did not melt the little guys. FAIL!",25,3
3,B00CW98LYY,Amazon Home,"Totally Bamboo Laser-Etched Salt and Storage Box, Leaves",Totally Bamboo,"OK - maple leaf design is faded looking. The etchings on the top were not as pronounced as in the picture, The one with the ferns was much nicer",28,2
3,B003AU0UJI,Grocery,"Arnott's Tim Tam Biscuits Individually Wrapped 18g, 25
pieces",Arnott's,"cookies 5 stars, shipping 1 star. These cookies are awesome. Finding them somewhere in the states has proven a challenge. So I ordered them with no idea they were coming from Australia! Unfortunately, they were packed very poorly. A thinly padded envelope. The cookies are individually wrapped and just poured into the sub-standard envelope. Some of the cookies didn't make it. I would order these cookies again, but NOT from this seller.",73,9
4,B001ZP3ZRO,Grocery,"New Hope Mills Low Carbohydrate Bread & Muffin Mix, Blueberry,8 Ounce",New Hope Mills,"Good - unless you really don't like stevia. I wish this didn't have stevia. The aftertaste is noticeable, but not a deal breaker for my family. We all ate the muffins. They're good. I added full fat greek yogurt and some blueberries, but did nothing to try to camouflage the stevia.I bought a second box of the mix. It's something I would like to keep around.",65,7
4,B001EO6B7C,Grocery,"Royal Oak Virginia Raw Out Of The Shell Peanuts, 6 Pound Bags (Pack of 2)",Royal Oak Peanuts,Squirrels and birds love these. Squirrels love these. Attracts several species of birds also. The squirrels will come up to patio door looking for refills. More economical then the shelled peanuts and alot less mess,35,5
4,B0738R2QH3,Grocery,"Just The Cheese Bars, Crunchy Baked Low Carb Snack Bars - 100% Natural Cheese. High Protein and Gluten Free, Aged Cheddar, Pack of 12",JUST THE CHEESE,Just the Cheese. Just the Cheese bars are a great choice for backpacking or even an office snack. The taste is a little strong but not bad. The texture is crunchy which is nice when you want to convince yourself you are eating a cracker...for you Keto friends.,49,4
4,B00H3SZXMW,Grocery,"Jimmy Dean Snack Size Maple Sausage Biscuit Sandwiches, 10 Count (Frozen)",Jimmy Dean,"Delicious, Quick, and Tasty. I am not to fond of the maple flavor. But they are o.k. great to have if you are in a hurry and need something to eat quickly.",32,3
4,B002SV0QR6,Grocery,George's Original Barbecue Sauce,George's Sauces,"“Easter Carolina” bbq lovers... there is better. This is a tough review, because it’s basically meant for the few... among the few, who are looking for something very specific!- the above makes sense to only a few of those reading.- Eastern Carolina is “vinegary” and “watery”.... it is NOT anything like your Open Pit!- Some are disheartened, some are turned on to something (awesome) new, after ordering.- this sauce is pretty sweet, and doesn’t have that vinegar kick like most Eastern sauces.- I will use it until it runs out, it’s good... but I can’t promise I will renew/order again.",101,2
4,B0BN8PGM87,Grocery,"Ocean Spray Reduced Sugar Craisins Dried Cranberries, 43 oz.",Ocean Spray,"Good little snack to keep around for baking cereal or munching. I love these, especially the lower sugar version. The regular ones are too sweet for my taste. I like to use them for baking as well as sprinkling over oatmeal and hot cereals. Sometimes I just take a handful to snack on too.",54,5
4,B000PG8KGU,Grocery,"Planters Nuts on the Go Salted Peanuts, 1 oz single-serve bags, 48-Count",Planters,"Great snack but a little pricey. Well, I've bought these a couple of times before.The little bags make it nice and easy for my husband to have a snackand help control his blood sugar while at work.The price needs to be watched though.They opened a Sam's Club near us recently, and this same box is $7.99 there.Of course, no one has to pay shipping that way, but they are basicallydoubling the cost here to cover the ""free"" shipping.Other than that, they are tasty little peanuts in a very convenient package.",90,2
4,B006K3UTQQ,Grocery,"Pop Secret 100 Calorie Butter Popcorn, 11.2 Ounce",Pop Secret,"Great Popcorn But Much Too Expensive. I love this popcorn, it is very tart and has just the right amount of salt. The reason I only gave it 4.stars is because I found I could buy the same size box of Pop Secret 100 Calorie Popcorn in the grocery store for $4.69, it is too expensive on Amazon.",59,3
4,B07DXGFNWS,Grocery,"DOTS Individually Wrapped Candy - Original Gummy Candy Flavors - Cherry, Lime, Orange, Lemon & Strawberry - Gluten Free, Kosher & Peanut Free Gumdrops - Bulk 12ct, 6.5oz Dots Candy Boxes",Tootsie Roll,Not good if one want to loose weight :). I keep them in the refrigerator once opened (they attracts bugs). But they're addictive. Not terribly sweat.,25,4
4,B00OY12MJS,Amazon Home,"Wilton Red Cookie Icing, 9 Oz.",Wilton,"While not as good as making homemade royal icing. While not as good as making homemade royal icing, it is far more convenient. The application works well for decorating, making it a nice time-saver around holiday baking season.",39,3
4,B00D4LLQCS,Grocery,Tillamook Country Smoker - Beef Stick 36 ct Bulk Retail Refill 0.9-1 lbs Beef Jerky Sausage Stick Meat Snack Camping Hiking,Tillamook,"After one try, you'll never go back. I actually live a few miles from the Smoker, but their website was down and my out-of-town husband was jonesing for some sticks. So, I paid extra and ordered from Amazon as an stop gap measure. He was ordering for a bunch of boys down in Texas that had actually heard about our little smoker.... needless to say, not it's a non-stop job to keep them supplied with pounds and pounds of these things.... I purchased the beef sticks and the pepperoni. The pepperonis are the clear favs down there, but they'll eat anything that shows up from the Smoker. If you've tried other brands, I challenge you to try just one order of these and compare. You'll never look at others again in the same way. (SORRY AMAZON)... and order directly from the Smoker when their website works, it's a better price. I order from Amazon nearly every day... but sometimes the pricing on Amazon is a bit out of the reasonable.",173,10
4,B0778TQKH3,Grocery,Fazer Marianne Chocolate Filled Mint Candies Imported From Finland 7.76oz(220g),Fazer,"Chocolate with an minty shell. I bought these after someone mentioned it was their favorite European candy. It sounded good - a thin minty shell wrapped around good chocolate - so I figured I'd give it a try. Personally, I could go either way on them - I'd prefer the shell was slightly thinner so I could chew it right up and get both textures and flavors at once. However, if you let it sit in the mouth for a bit, it gets to that state in about 90 seconds, so not a deal breaker. The mint is decent quality, about a standard sugary peppermint. The chocolate is reasonable quality, better than most common American confections. All in all its an interesting treat.While I am so-so on it, the rest of the family likes it quite a lot and have about finished off the bag already. Whereas I probably won't order it again for myself, I will be ordering it again for them, and possible a couple members of the extended family these holidaysSo would recommend trying at least once, they deserve that much.",182,9
4,B083D6HTFJ,Grocery,"PLANTERS Variety Packs (Salted Cashews, Salted Peanuts & Honey Roasted Peanuts), 24 Packs - Individual Bags of On-the-Go Nut Snacks - No Cholesterol or Trans Fats - Source of Fiber and Healthy Fats",Planters,"purchased as a pantry gift for a friend. I purchased these as part of a pantry gift for a friend who needed some help in feeding a family of 5! She reports that they arrived in good shape and were tasty as well! Good source of quick, easy protein and calories.",51,4
4,B01MSFYPYQ,Grocery,Lao Gan Ma Spicy Chili Crisp (Chili Oil Sauce) - 7.41 Ounce+ Only one NineChef Spoon,Lao Gan Ma,"Delicious but Overpriced. Delicious product but very overpriced. The 99 Ranch store down the street sells them for $2. Still, they tend to be sold out at that store. In that case, I'd still shell out the $10 the buy these.Yes, it's that good.",44,5
4,B07WKK6L5L,Grocery,Frontier Co-op Organic Fair Trade Ground Ceylon Cinnamon 5.57oz,Frontier Co-op,"How can you go wrong with Cinnamon?! This is a wonderful way to save money on a relatively expensive spice. The Ceylon is a smooth scent and subtle taste. I usually double the amount required in all recipes, but not everyone likes this. It surprises me, but some people just like that *hint* .... This is a very good cinnamon for that purpose. It is quite floral.",66,7
4,B082YJJ6ND,Grocery,Nectave Organic Sweetener Premium Blue Agave Nectar On The Go Stick Packs (100 Pack),Nectave,These are great for travel. I use agave almost exclusively in lieu of sugar in my coffee and tea. Most places don’t have it so finding these was great. The only reason I dropped to 4 stars is the packets are really hard to open. No notch to start your tear. I often have to scrounge up a knife or scissors which isn’t always easy when traveling,67,6
4,B0C5YLWXZG,Grocery,"Wasa Crisp'n Light 7 Grain Cracker Bread, 4.9 Ounce (Pack of 10)",Wasa,"Healthy snack and good staple. These crackers make wonderful snacks, are a tasty substitute for bread, and perfect spread-board for jam, hummus, salmon, PB&J, etc. Dip in chili, break over chowder or be decadently European: generous layer of butter and dip in your morning cafe au lait - less healthy but very delicious!",54,3
4,B0C5NHZN68,Grocery,"Carnation Breakfast Essentials Powder Drink Mix, Classic French Vanilla, 10 Count Box of Packets (Pack of 6) (Packaging May Vary)",Carnation Breakfast Essentials,"Ugh it's so expensive for those of us who need it... ... for medically compromised parents/children who need more protein in their diets. The flavor is so much better than Ensure or whatever and I guess that makes this worth the price, but most of us full-time caregivers (I'd guess especially those of us who have been taking care of our kids for decades) are already financially strapped and insurances/Medicaid do not pay anything unless it is IV nutrition. Oh well. It is a great product and I am so grateful to be able to find it here.",100,4
4,B07PFY4J99,Grocery,"Unicorn Tail Gourmet Flavored Cotton Candy – Unique Idea for Holidays, Birthdays, Gag Gifts, Party Favors",CHOCOLATE STORYBOOK,nothing to improve. I really like this cotton candy very good🙂,11,2
4,B07772X5BB,Grocery,"We Got nuts Raw Macadamia Nuts Unsalted - One (1) Lb. Bag - Freshly Sealed, Kosher",We Got Nuts,Good nuts. Keep frozen to stay fresher longer. Good nuts. Keep frozen to stay fresher longer.,16,4
4,B07W4FJZ6D,Grocery,"Taylors of Harrogate Lapsang Souchong, 50 Teabags",Taylors of Harrogate,"Good product. This product is a high quality tea. I don't like oit as much as the Scottish tea blend by the same company, but it is still better than most other teas.",33,3
4,B07W4FJZ6D,Grocery,"Taylors of Harrogate Lapsang Souchong, 50 Teabags",Taylors of Harrogate,"Priced doubled in 5 months; quality suffered. I love this tea! A breakfast tea that is not too harsh yet brisk enough to start my day. In July 2022, I ordered a box of 100 teabags that were individually packaged for $9.96. December 2022 I tried to re-order but was surprised to see that the price has doubled to $19.99. In order to get the same July price, I had to order two boxes of 50 bags that are: (1) not individually packaged, (2) two bags are attached to each other so you do have to rip them a part which is no big deal, (3) these bags are missing the string on each to easily remove the teabag from scalding water in tea cup; (4) the box has no inner wax paper lining to keep the tea from drying out. Disappointing. With what’s going on in the world today with supply chain issues and all, I can understand a price increase but double?! I’ll be putting the new teabags in a jar with a tight fitting lid to keep them fresh. My photo shows the new box of tea bags with no lining with the previous individually packaged tea bag in front of it.",206,10
4,B07ZRY35ML,Grocery,"Nik-L-Nips Wax Bottle Candy - 5 LB Resealable Stand Up Candy Bag (approx. 330 pieces) - Wax Bottles Filled with Flavored Syrups - Cherry, Orange, Lemon, Blue Raspberry, and Green Apple Flavors",Blair Candy,good but wish you got more for your money. FOR the MONEY you SPEND you DONT get mUCH i WANTS MORE,21,2
4,B0BSR5L769,Grocery,"BODYARMOR LYTE Sports Drink Low-Calorie Sports Beverage, Peach Mango, Natural Flavors With Vitamins, Potassium-Packed Electrolytes, Perfect For Athletes, 12 Fl Oz (Pack of 8)",BODYARMOR,Delicious & good to alternate with water for hot day hydration. Good price via Amazon. Love this flavor too!Why is Coconut Water no longer available?,25,4
4,B0BL9KF4SK,Grocery,"Nestle Coffee mate Coffee Creamer, Peppermint Mocha, Liquid Creamer Singles, Non Dairy, No Refrigeration, Box of 50 Singles (Pack of 4)",Nestle Coffee mate,Too expensive and difficult to open but I love them. I use them in my coffee and on my cereal,20,2
4,B0049IIBNM,Grocery,Mrs. Dash Original Seasoning Blend - 6.75oz - CASE PACK OF 2,Mrs. Dash,Keep in cabinets. My fav quick seasoning without salt. I use this when I just want a bit of flavor added. The dehydration doesn’t pack strong flavor but nice in some veggies as I use low salt.,37,4
4,B000R36GD0,Grocery,"V8 Low Sodium Original 100% Vegetable Juice, Vegetable Blend with Tomato Juice, 11.5 FL OZ Can (Pack of 24)",V8,"Good for a serving of veggies on the run. V8 is great for adding veggies to your day, if you can't get fresh ones.",24,2
4,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,They are not bad. The flavor is good but they are a little to soft and chewy to me. It almost turns to mush qhen you put it in your mouth. I was expecting the little pieces of salt but sadly there are missing.,44,4
4,B00D2JVPLO,Grocery,"McCormick Homestyle Gravy Mix, 0.87 oz (Pack of 12)",McCormick,"easy to make. This is so much easier ,than buying envelopes . Just open the jar and make the amount you need,each time. Less waste. there are tiny pieces of mushrooms,in it also.",34,4
4,B08FF9FHF5,Grocery,"Maud's Chocolate Mocha Cappuccino Coffee (Mochaccino), 18ct. Solar Energy Produced Recyclable Single Serve Dairy Free Coffee Pods 100% Arabica Coffee California Roasted, KCup Compatible",MAUD'S,"Good caffeine free cup. Could be stronger for my taste. I ordered the dark roast decaf K cups. Good flavor all around. I am still looking for a deeper strength coffee though, because this did not have the deep strength I like. I recently had to go caffeine free and that seems to be a game changer.But still, good deal for the money snd if you’re looking for a tasty medium blend, Maud’s is it.",75,6
4,B09NMGBCJN,Grocery,"Ghirardelli Squares, Intense Dark Chocolate Midnight Reverie 86% Cacao, 4.12 Ounce Bag (Pack of 6)",Ghirardelli Chocolate Company,"72% would be better, but I got use to it. A little intence,72% would be better, but I got use to it.Best brand of chocolate.Creamy and melts in your mouth.Also they shipped with an ice pack so they didn't melt.Good move.",42,2
4,B0895V65S3,Grocery,"Yoshi Premium Rice Wine Vinegar - 1L (34oz) | Authentic, Dressings, Sauces, Sushi Rice, Pickling, Marinades, Stir Fry",Yoshi,"Hard to find. I don’t use this often, yet I really like having some on hand. Lately, it has been hard to find a reasonably priced source. This bottle provides the necessary taste on top of a good quantity for me. As an additional plus, it is actually in a plastic bottle that is still sturdy and not flimsy.",59,5
4,B0BK4FNG9F,Grocery,Kraft Easy Mac Original Macaroni & Cheese Microwavable Dinner (6 ct Packets),Kraft,"Great for when you need something to eat fast. I will say that you need to use a bigger bowl than you'd expect as the water will bubble and overflow. This then means less liquid to cook the noodles. Overall, not uhappy with the product, I love that I can make a fast mini meal or snack",57,4
4,B08F2YF9N5,Grocery,"belVita Cinnamon Brown Sugar Breakfast Biscuits, 30 Total Packs, 6 Boxes (4 Biscuits Per Pack)",Belvita,These breakfast biscuits are very tasty. They are quick ... These breakfast biscuits are very tasty. They are quick inexpensive breakfast option even if you are on the go. The only thing I don't care for is how the biscuits get stuck in your teeth.,44,5
4,B000SAFNPE,Grocery,"Crystallized Ginger by D'Allesandro, 5 LB Bag",D'allesandro,"Decent for cost. Decent taste but way to much sugar coating. Usually a quick rinse and let dry gets sugar down to eatable level. This is also fact of most dried ginger to my taste buds Got quite a few hard, woody spots in this batch. Would buy again.",49,5
4,B08L4NG47V,Grocery,"The Gluten Free Brothers Dark Chocolate Coconut Bites - Gluten Free Protein Balls – Non GMO, Soy Free, Vegan – Snack Size Plant Based Protein Energy Balls, 4 oz (6 Count)",The Gluten Free Bar,Hard to find. So tasty but I can not find these and my subscription got cancelled. It’s a very sad situation. Nothing comes close to replacing.,26,4
4,B006H5GBHS,Grocery,"Ocean Spray, Original Craisins, Dried Cranberries, 5oz Pouch (Pack of 6)",Ocean Spray,"Tasty but high priced. I first had these on a flight and I thought they tasted great. I wanted to purchase them but couldn't find them at the grocery stores I normally shop at. I ordered them here but then I found them somewhere else at a fraction of the price. In this order you get six 5 oz bags. If I want healthy, Amazon is is my only option overseas.",71,6
4,B00DM07VHA,Grocery,"Biltong Seasoned Dried Beef, Original Sliced, 8 oz",Braaitime,"Ok, but dry. The taste is good...but not great.The meat was dry, not fresh and moist",17,2
4,B000LKX6RS,Grocery,"Hakubaku Organic Udon, Authentic Japanese Wheat Noodles, No Added Salt, 9.5 Ounce (Pack of 8)",Kikkoman,"expensive, but tastes good. My local Asian grocery store sells this same brand of ""organic"" udon noodles for about the same price as Amazon (except that they only make you buy one pack at a time). They also sell non-organic udon noodles that look and taste about the same for less than half the price. Is the ""organic"" worth the extra money? You have to decide for yourself.Udon is a great general purpose noodle. For a quick cheap tasty bowl of noodle soup, just boil some udon noodles and add some miso soup paste and vegetables. One 3 ounce bundle of dry noodles conveniently makes a nice serving of cooked noodles. A bowl of soup like this takes about the same amount of time to cook as instant ramen, but since the udon noodles are not full of salt and oil, they are a lot healthier for you. Yes, udon does cost a little more than instant ramen, but you can save money by going with the non-organic noodles, and they are still much healthier than instant ramen.You can also stir-fry the noodles or make them into a salad. For a full meal, top the noodles with a serving of meat and sauce.",206,10
4,B004SI9W7M,Grocery,"Pacific Foods Organic Free Range Chicken Broth, 8oz, 4-pack",Pacific Foods,"grocery gift for a friend. I purchased this in a group of many other things as a gift for a friend who needed some pantry items to feed a family of 5. I am happy to report that these arrived in good shape and according to my friend, tasty!",49,3
